# Lines starting with '#''' are comments. Comment lines must form a continuous        
# block at the beginning of this file.             
# The last comment line is not really a comment. It must contain the names of     
# the variables that are used in the code.            
# The data has to start in the following line.           
#                    
# List of variables:                 
# TS: timestep                  
# OHair1: OH-readical conc. based factor to multiply with avg. degradation rate in upper air      
# OHair2: OH-readical conc. based factor to multiply with avg. degradation rate in lower air      
# Based on data from:                
# Spivakovsky  C. M.  Logan J. A.  Montzka S. A.  Balkanski Y. J.  Foreman-Fowler M. 
# Jones D. B. A.  Horowitz L.W.  Fusco A. C.  Brenninkmeijer C. A. M.  Prather M. J.
# Wofsy S. C.  McElroy M. B.  2000  Three-dimensional climatological distribution of      
# tropospheric OH: Update and evaluation. Journal of geophysical research  Vol. 105        
# No. D7  pp 8931-8980.               
#                    
# precip: monthly average precipitation [m/h]               
# stwet: average length of rain events [h]             
# stdry: average length of dry spells [h]             
# tair1: temperature upper air [K]               
# tair2: temperature lower air [K]               
# tocean: temperature ocean surface [K]               
# tland: temperature land surface [K]               
# h1: Average upper air compartment height [m]             
# h2: Average lower air compartment height [m]             
# h5: Average ocean compartment depth [m]              
# runoffwater: water runoff                 
# tspe: time since plowing event [month]              
# perc8: percentage of ocean covered by Sea Ice [-]           
#                    
#CELL TS OHair1 OHair2 precip stwet stdry tair1 tair2 tocean tland h1 h2 h5 mixing12 mixing21 runoff6water tspe perc8  
4 10 0.0161127058 0.0116385803 0.0128347144 5.4142621615 572.0061146512 242.2033470154 258.5486717224 271.2505371094 256.6672660828 5124.3462890625 1123.5668640137 109.8331970215 3.49886679 2.505082904 0 8760 0.9099925346  
4 11 0.0014687288 0.0017207833 0.008241635 4.3144202031 655.7517787306 239.9284538269 254.659488678 271.2505111694 250.3921836853 5080.4909179688 1106.7840881348 121.0262420654 3.166526649 2.879166166 0 730 0.9473135147  
4 12 0.0013973986 0.0015225576 0.006923968 3.7938359328 669.0971613691 237.7733657837 251.0081459045 271.2505386353 245.2449729919 5039.9390380859 1091.5228637695 131.557327652 3.430179483 2.416570196 0 1460 0.9654485435  
5 1 0.0014265475 0.001293048 0.0427479083 12.4586600996 338.1284719472 236.7945854187 249.4684402466 271.2506561279 241.4061088562 5013.1159667969 1084.8684448242 85.9489105225 2 3.9902031 2.05577906225995E-009 2190 0.977440258  
5 2 0.0033177837 0.002157166 0.0409731522 11.8976212831 340.7154375894 235.9996238709 248.6885322571 271.2506347656 240.6999107361 4994.4256103516 1081.4928161621 96.1092037201 2.744832391 3.837028412 0.000000001 2920 0.9767256699  
5 3 0.0485871178 0.0257928495 0.043470146 11.5058635797 363.825224139 236.5824394226 249.1614875793 271.2505599976 242.0122093201 5014.4881835938 1083.7668273926 107.9517585754 2 4.136589401 7.56805242259351E-010 3650 0.9840818672  
5 4 0.2364216487 0.1765503659 0.0365404495 11.1798534903 351.5425708769 241.0355873108 256.2722412109 271.250453186 252.2504585266 5105.3159912109 1114.9232971191 111.3536594391 2 4.360957444 3.0614946747165E-008 4380 0.9791599159  
5 5 0.6895953235 0.7440793266 0.0451107442 14.7404215572 288.6197146538 246.0202957153 264.6494812012 271.2501861572 263.9457382202 5203.2585449219 1151.1537475586 94.7236988068 2 3.324064815 5.32399220087854E-007 5110 0.9703652344  
5 6 1.0813777437 0.8634979407 0.0690392876 13.6304008041 225.2786700708 251.2975006104 271.8759979248 271.2500991821 272.7742095947 5300.33671875 1183.2285644531 78.9022603989 2.379866286 2.691251404 2.03821266495652E-006 5840 0.9520726433  
5 7 1.12587433 0.8141885183 0.069165488 12.4640618098 262.3134660994 253.3645019531 273.3123748779 271.2502105713 275.145324707 5341.0695068359 1189.8319030762 68.5316934586 2.250005337 2.846067413 7.04404437446016E-008 6570 0.8946879539  
5 8 0.5721666157 0.3598805439 0.0602299453 11.7718906452 228.4647369269 251.3498008728 270.6861160278 271.2503128052 272.189553833 5303.5042724609 1177.6833496094 61.5028093338 2.197396464 3.254190322 1.59397805465922E-007 7300 0.8337982826  
5 9 0.1692352475 0.1290881568 0.0495192933 13.3057634774 216.5416923399 246.7296028137 264.8053833008 271.2505310059 264.2786590576 5213.8034667969 1151.0358154297 62.3145120621 2.102080976 3.916304553 8.81635979776973E-008 8030 0.8220275269  
5 10 0.0148589218 0.0112442176 0.0402786859 12.2485006445 293.5149721486 242.2520828247 258.8823730469 271.2507217407 256.6672660828 5126.0155029297 1124.7402709961 65.6109601974 2 4.065932805 1.3120719999371E-008 8760 0.8890212708  
5 11 0.0014023976 0.0016348361 0.0410171313 11.8147275509 306.2380550133 239.8447555542 254.5401519775 271.2507110596 250.3921836853 5080.0376464844 1106.2829956055 70.2130886078 2 4.152663097 3.80032930125118E-009 730 0.9437343483  
5 12 0.0013211056 0.0014126192 0.0375670135 11.5409610873 357.4047067105 237.7739997864 250.9845596313 271.2507019043 245.2449729919 5041.0638183594 1091.1169372559 76.322593689 2.01704028 3.585456175 1.88261857908545E-009 1460 0.9629234924  
6 1 0.0013768611 0.0011855769 0.0080374424 3.6831080791 645.8209651253 236.7500244141 248.9945075989 271.250567627 239.2169143677 5011.3124511719 1083.7405883789 65.4885826111 5.332023517 3.267672537 3.15553992102924E-009 2190 0.977341465  
6 2 0.0032114834 0.0020255368 0.0085015819 3.4272734589 647.0514797535 235.894657135 247.9544509888 271.2505340576 238.0304824829 4991.99921875 1079.2835632324 75.7559530258 4.817917733 2.344410344 2.47948389597852E-009 2920 0.9775637894  
6 3 0.0478813306 0.025370169 0.0084879346 2.8520661019 633.5043277225 236.4434707642 248.3985816956 271.2505279541 238.8960769653 5012.0612060547 1081.296282959 86.9936569214 4.191903044 3.265756012 1.89096759084517E-009 3650 0.9854176025  
6 4 0.2324889485 0.1753037708 0.0097406181 4.4044612394 614.4002464472 240.7925476074 255.4281570435 271.2504180908 248.5818099976 5102.6976318359 1111.2819641113 90.9660064697 4.698069543 3.49456155 9.20661825665192E-009 4380 0.9820759773  
6 5 0.6749181163 0.7339151597 0.0157088902 7.6891368364 503.4157488857 245.7068031311 264.1107269287 271.2501724243 261.8371887207 5199.5416015625 1148.2637268066 76.5509098053 3.732365065 2.5117036 2.40326680938097E-006 5110 0.9725604286  
6 6 1.097409526 0.9176469834 0.0347975849 9.8568286995 393.2453716393 251.1041168213 271.6616836548 271.2501022339 272.1970245361 5298.3097412109 1181.6948364258 57.8613218307 4.031423612 2.716980885 3.59183355840287E-006 5840 0.9539427299  
6 7 1.1599384017 0.8830781802 0.0405612655 9.6043702504 368.7581262545 253.2575767517 273.6478866577 271.2502700806 275.2252593994 5339.5672119141 1190.6120422363 45.6846855164 3.553892565 3.496680452 1.86775463451028E-007 6570 0.8889844894  
6 8 0.5716508111 0.3922368277 0.0356267076 10.4428555163 349.7656561311 251.2831993103 270.6978485107 271.2504058838 271.177796936 5303.0875732422 1177.3508666992 40.2021968842 3.147252549 3.016477943 0.000000204 7300 0.82664188  
6 9 0.1651276761 0.1308512189 0.0246267182 10.0517065523 384.3339595459 246.7751724243 264.5659072876 271.2506515503 262.4340499878 5215.4803710938 1149.8264282227 41.787625885 4.294767932 3.475926823 1.66932897638361E-007 8030 0.7911179314  
6 10 0.0148688471 0.0115502622 0.0186903272 8.7680229266 488.4470487496 242.2768554688 258.6700141907 271.250769043 254.4329933167 5127.5344482422 1123.9606872559 45.2996335983 4.138491245 3.29702738 3.4810596538648E-008 8760 0.8511750031  
6 11 0.0014181335 0.0015596695 0.0110185616 4.6011327976 596.0129755432 239.690562439 254.0429512024 271.2506500244 248.2793579102 5078.4315673828 1104.5880065918 50.306867981 4.217299267 2.897148133 9.78701844012164E-009 730 0.9374968033  
6 12 0.0012756317 0.001306306 0.0082894631 3.7675142753 646.7640193145 237.6926887512 250.434916687 271.2506286621 243.4301582336 5040.7166015625 1089.4606994629 56.9702032089 4.435218219 2.815318319 5.14671434082015E-009 1460 0.9606596947  
7 1 0.0014536834 0.0011898206 0.0008572628 0.2716503489 718.2046956547 236.9087730408 248.7703361511 271.2511245728 238.6302726746 5012.6031738281 1084.1274353027 70.3505468369 5.126626204 2 1.28385672315545E-008 2190 0.9500176926  
7 2 0.0042248024 0.0025182781 0.0007203247 0.3010884453 719.1910268892 235.9982727051 247.7304924011 271.2510406494 237.7453300476 4992.3171386719 1079.8773803711 78.7386054993 4.7142925 3.74908204 0.00000001 2920 0.9491484909  
7 3 0.0460293284 0.0245638291 0.0006806909 0.1806084793 719.8193915207 236.6227478027 248.3204795837 271.2511199951 238.7002838135 5013.5623291016 1082.0426086426 88.0368858337 3.831809859 2 7.47409278911704E-009 3650 0.9556601067  
7 4 0.2307930962 0.1714231028 0.0008374577 0.2608301441 718.723400525 240.7003684998 254.7564117432 271.2508895874 247.0622886658 5101.4317138672 1108.1960693359 90.5885837555 4.903460867 2 1.63722108759146E-008 4380 0.9487255096  
7 5 0.6786404821 0.7202672952 0.0020717427 1.3292348927 712.1628804418 245.6679962158 263.6485183716 271.2503494263 259.4978805542 5198.8266357422 1145.7096008301 74.7180152893 4.784027833 2.818278546 2.16741861081005E-006 5110 0.9296858215  
7 6 1.1721095516 1.0542889267 0.006022369 2.5250828254 665.9932151275 251.0756629944 271.2397262573 271.2503616333 269.7626556396 5298.1219970703 1179.1480834961 59.477022934 4.426834314 2.848216104 0.000011081 5840 0.8989499702  
7 7 1.1912068539 1.0142286652 0.012996587 5.393387423 580.4929917032 253.2385215759 273.6440444946 271.2926574707 273.2608078003 5339.2848388672 1189.8659057617 49.7969640732 4.638907147 3.354894831 1.43183231564592E-006 6570 0.8108909187  
7 8 0.5703173092 0.4493936074 0.0106476623 5.6095372272 571.104489456 251.3749183655 270.6054321289 271.4286865234 268.9689941406 5304.5628173828 1176.2954040527 44.5477787018 3.948186811 3.01300695 9.63805386788863E-007 7300 0.7121372948  
7 9 0.1534466002 0.1226575731 0.0046185109 2.7895448136 663.0903808178 246.9043998718 264.1849624634 271.3547958374 260.1970245361 5217.8146972656 1147.5743041992 47.1053857803 5.347358213 3.19353475 1.8527485039499E-007 8030 0.699160429  
7 10 0.0156539191 0.0120912153 0.0024349715 1.6702494974 706.3483620027 242.4500854492 258.1593208313 271.2646087646 252.1210067749 5131.0254150391 1121.8135070801 51.3997699738 5.247202324 2 6.9699573490567E-008 8760 0.8097122116  
7 11 0.0015348466 0.0015929212 0.0011422178 0.715855881 718.7762594535 239.7472343445 253.7018280029 271.2512481689 246.9638519287 5079.3950195313 1103.736315918 55.6506044388 4.6122215 2 0.000000031 730 0.9017475853  
7 12 0.0013253449 0.0013150574 0.0008536895 0.3856293181 717.4943164304 237.7614784241 250.1139930725 271.2510314941 242.2069137573 5041.5539306641 1089.1952453613 61.4410028458 4.989933601 3.711010257 0.00000002 1460 0.9356584053  
8 1 0.0016825764 0.0013843353 0.0271365245 6.3031583033 448.9305583497 237.3250205994 251.0096199036 271.2518798828 239.8905311584 5017.5707519531 1094.1109985352 67.6415569305 2 3.009426789 1.43099547211811E-009 2190 0.9283310585  
8 2 0.005569094 0.0036429885 0.024532195 6.6004477162 471.9501447334 236.3769699097 250.0120788574 271.2518005371 239.1721855164 4996.4835205078 1090.0489501953 75.4211643219 2.319535162 7.835435027 1.37743699779591E-009 2920 0.9312166176  
8 3 0.0472943535 0.0290513532 0.0274661235 6.1260776648 480.8205302792 237.1745864868 250.6734794617 271.2519699097 239.8923736572 5020.0973388672 1092.6715026856 83.206255722 2 8.224418185 1.34989615180325E-009 3650 0.9367838097  
8 4 0.2399078053 0.1939450236 0.0209563128 5.1384607902 499.2850654911 240.8736572266 255.9275444031 271.251600647 246.0194076538 5103.9034423828 1113.5637329102 85.5698913574 3.142457258 6.599534251 1.15687459750768E-009 4380 0.9164491463  
8 5 0.6898993801 0.7760799567 0.0145238519 5.7779376635 539.1590860803 246.0619842529 264.6558258057 271.2518127441 257.0430450439 5204.4030761719 1150.0756164551 74.6776706696 2 5.851192412 1.30511441137626E-007 5110 0.8824060059  
8 6 1.1712412196 1.2341698589 0.0201078619 6.6302844372 518.6107954047 251.2464393616 271.4698791504 271.3399536133 266.5824783325 5300.9996826172 1180.1248413086 58.3247741699 2 5.688543241 1.4873663360504E-006 5840 0.7855092468  
8 7 1.2156078505 1.2475674201 0.0289184175 8.3991534685 408.5764506631 253.4008735657 273.7156982422 271.981413269 270.1374954224 5341.6712646484 1190.120300293 43.4240763664 2.142563504 5.652105221 1.02877371710441E-007 6570 0.5930086079  
8 8 0.5945782348 0.5871945716 0.0226311706 7.7832203261 445.1775200019 251.6624656677 271.1129577637 272.7485931396 266.0087265015 5309.1242675781 1178.4562561035 38.6632256508 2 6.935845888 5.31768360012563E-008 7300 0.4963942394  
8 9 0.1576771942 0.1491087382 0.0196607882 7.7580155526 440.6690966597 247.1792045593 265.2430664063 272.4776947021 257.9943397522 5222.4202636719 1152.2389282227 42.1151057243 2.414838507 6.355187148 1.31683301818342E-008 8030 0.4943886452  
8 10 0.0176340393 0.0145528954 0.0246923673 7.5824811264 454.9327084896 242.8114898682 259.7058563232 271.7546615601 251.144833374 5137.5703613281 1128.409753418 46.5596729279 2.422630597 7.95022753 5.37243171061519E-009 8760 0.5637727318  
8 11 0.001731349 0.0018734112 0.0252908338 6.6811860691 454.1373702678 240.0400947571 255.5181213379 271.3136276245 246.5191680908 5083.6270019531 1111.4812011719 52.6029754639 2 7.855923081 3.14588204930466E-009 730 0.7481085663  
8 12 0.0015282509 0.001457052 0.0286225935 6.8849605791 466.6659486134 238.0883338928 252.0578033447 271.2519134521 242.6892883301 5044.951953125 1098.0395324707 60.4008476257 2.136488866 7.589874103 1.93819021387931E-009 1460 0.9116219482  
9 1 0.0016125585 0.001254243 0.0283391117 8.9201296249 456.4624630875 237.3201843262 252.2248382568 271.2508392334 241.0771263123 5019.8133544922 1106.7839538574 69.568979454 11.259648172 2 0 2190 0.9664847603  
9 2 0.0060494673 0.0045762006 0.0244691226 8.3370185965 472.7140301951 236.4432502747 251.5981292725 271.2507614136 240.3048927307 4999.8396484375 1104.656036377 75.5361761093 10.907831273 2 0 2920 0.9636213531  
9 3 0.049531517 0.0316616876 0.0261013877 8.9739618826 444.9771323808 237.4126274109 252.313835144 271.2507095337 241.2581710815 5025.1957275391 1106.7850524902 80.5203365326 9.561373766 2 0 3650 0.9728257065  
9 4 0.2466734765 0.1863868985 0.0264051491 9.3162586094 428.8110889978 240.790133667 256.6950561523 271.2505157471 246.0657531738 5103.3544189453 1121.0134338379 83.0736497879 10.372606516 2 0 4380 0.9734417076  
9 5 0.7167037172 0.7278252675 0.0250895433 8.8079248484 429.8618893122 246.3239692688 265.2403076172 271.2502288818 255.2148200989 5207.0044921875 1152.2277954102 74.4886577606 8.989601815 2 0 5110 0.9563834419  
9 6 1.2983461674 1.3494700011 0.0376789718 11.2151299965 388.7332916924 251.1872367859 271.8418930054 271.2728164673 262.6269317627 5298.6708496094 1179.9960083008 63.000394249 8.245720362 2 0 5840 0.9215526695  
9 7 1.3832744084 1.4066452641 0.04688714 11.5679182098 324.0621364645 253.3680053711 274.0614044189 271.4619018555 265.4785644531 5339.1923339844 1189.62578125 53.1070684433 8.244139982 2 0 6570 0.8539700737  
9 8 0.6835672903 0.6685880773 0.0381651799 12.0575872854 348.2960177171 251.6522377014 271.0357620239 271.5696350098 261.7955795288 5307.3839599609 1176.4525756836 47.7564453125 9.386315721 2 0 7300 0.7829653778  
9 9 0.1780136705 0.1662241968 0.0318169079 11.8927385455 348.2135768452 247.0128128052 264.7602905273 271.4927108765 254.9162094116 5219.5034423828 1150.3951904297 50.0654308319 11.352761079 2 0 8030 0.7710361061  
9 10 0.0196333109 0.0155683313 0.0334489854 11.0403749377 336.4320197677 242.6296630859 258.9336608887 271.3569793701 248.6567451477 5136.9499755859 1129.0925109863 50.8283771515 11.103131494 2 0 8760 0.8393748055  
9 11 0.0017576735 0.0014015269 0.033724599 9.7155622893 348.4334136189 239.8568084717 255.160144043 271.267350769 244.3555168152 5083.4815185547 1116.7831359863 55.278735733 13.9808795 2 0 730 0.9131176338  
9 12 0.0014762288 0.0011479069 0.030574134 9.8994878442 403.4183642924 237.9901092529 252.8064247131 271.2509399414 242.1005622864 5045.363671875 1109.1090087891 61.4378578186 11.619931527 2 0 1460 0.954538269  
10 1 0.0014202159 0.0010044497 0.0145506094 6.0619391339 583.3607648724 237.1707641602 251.568396759 271.2506057739 237.8184150696 5021.7534912109 1110.4021850586 76.2160533905 23.7225032 2 0 2190 0.9679211006  
10 2 0.0051976079 0.0033663381 0.0113144074 5.020241049 602.4505538011 236.3174743652 250.7729042053 271.2505050659 237.1643173218 5002.9075439453 1108.0323120117 80.9046188354 24.51459484 2 0 2920 0.9641279449  
10 3 0.0531184587 0.0362078155 0.0117158515 4.9603952993 612.9328208231 237.4743728638 251.7414764404 271.2504669189 238.0729705811 5030.1407470703 1110.4079345703 87.5011547089 22.83396333 2 0 3650 0.9764600067  
10 4 0.2491811361 0.2133459526 0.0108535477 4.4628083806 593.9149329056 240.7502105713 256.2004325867 271.2503738403 243.2102233887 5104.5591308594 1123.3891235352 90.128692627 21.35277705 2 0 4380 0.9789832954  
10 5 0.7285017542 0.8099673887 0.0138964239 6.0575649197 575.8364116466 246.4180183411 264.275604248 271.2501937866 252.1264923096 5207.9801025391 1149.7793029785 79.5085025787 19.08309885 2 0 5110 0.9665841827  
10 6 1.3343625628 1.5585609261 0.0223594168 6.2821737299 561.9208036253 250.9599189758 270.8801116943 271.2501296997 260.0362945557 5293.8854248047 1175.9742248535 70.252191925 16.84974342 2 0 5840 0.9496505013  
10 7 1.4359636052 1.7231488991 0.03266844 9.3624230873 484.5105209114 253.2305938721 273.2725280762 271.2502655029 262.8658432007 5335.3967041016 1186.1811279297 61.3625101089 16.45333955 2 0 6570 0.8985792313  
10 8 0.731347944 0.793177191 0.0258110685 9.0827177934 474.5982522282 251.6487808228 270.1193191528 271.250402832 258.9764877319 5305.9251464844 1172.8454956055 55.2566116333 19.60566232 2 0 7300 0.823835968  
10 9 0.1873461601 0.1861366632 0.0223238526 9.2939265094 473.3732746328 246.9491172791 263.7319458008 271.2507659912 251.5870925903 5218.6424072266 1147.9795776367 56.4780971527 22.47028118 2 0 8030 0.8078223228  
10 10 0.0190171125 0.0162032902 0.0159554126 6.0487243146 539.1072894304 242.6620376587 258.0385025024 271.2509506226 245.2493476868 5139.9055175781 1129.5008666992 59.8545850754 24.62378406 2 0 8760 0.8902220192  
10 11 0.001602835 0.0010690507 0.0167937667 6.6587072138 556.2377925997 239.881350708 254.4881027222 271.2506729126 241.1181228638 5087.4140625 1119.4516052246 65.0246482849 25.51219615 2 0 730 0.9454426422  
10 12 0.001281265 0.0009123467 0.0131688101 5.8110895113 594.3786082775 237.927797699 252.2382804871 271.250579834 238.6350212097 5047.8407226563 1112.5854675293 69.2885457993 22.59024581 2 0 1460 0.9638032341  
11 1 0.0017887609 0.0017572572 0.0223949294 12.1952008488 496.7983464438 238.5199180603 252.7947380066 271.2505126953 242.7635566711 5033.6543945313 1103.5021606445 96.9753135681 10.236559009 2 0 2190 0.9457808685  
11 2 0.004125047 0.0033078255 0.0171530943 12.1370706239 524.5138931494 237.7427330017 252.001663208 271.2504562378 242.2689277649 5015.6871582031 1100.526373291 105.6948074341 11.365853645 2 0 2920 0.9386035843  
11 3 0.0531395559 0.0302699701 0.0176547367 8.9213551426 532.9320955668 238.8622398376 252.4780929565 271.2504379272 242.5028259277 5043.8082763672 1102.1135314941 114.0409420013 10.30164766 2 0 3650 0.9622655792  
11 4 0.2429799412 0.181681755 0.0182005146 8.8523529094 536.2787548635 241.9073287964 256.8333114624 271.2504684448 247.570941925 5117.7895507813 1118.0949707031 115.6837497711 9.384878355 2 0 4380 0.9587857323  
11 5 0.7013045401 0.752115064 0.0175819662 8.5736914541 549.943178212 247.4071754456 265.3340942383 271.2502578735 256.7045265198 5225.0530273438 1152.8272583008 104.6584960938 7.746265269 2 0 5110 0.9395521736  
11 6 1.2196235619 1.2408864811 0.0223094825 7.0890430582 585.0048876321 251.6241767883 271.5669204712 271.2501953125 264.8705657959 5307.8350097656 1180.0792785645 72.2303560257 7.474611618 2 0 5840 0.9175143394  
11 7 1.2907957414 1.2518255163 0.0320263254 11.2406237321 467.6133272183 253.9312965393 273.7905578613 271.250604248 267.7356369019 5350.4770019531 1189.955657959 49.4310880661 7.77829596 2 0 6570 0.857949749  
11 8 0.6669049998 0.616971309 0.0248971125 11.1312265874 454.3829394804 252.6975379944 271.1427139282 271.2550216675 263.7493209839 5326.0624023438 1178.1643127441 45.6777097702 9.636507627 2 0 7300 0.7861988983  
11 9 0.180624876 0.1495972186 0.0347355287 16.0728344757 389.7632203977 248.1684448242 264.8598907471 271.2526153564 256.4258102417 5239.1485107422 1150.4619995117 51.8868148804 10.343484323 2 0 8030 0.7901559448  
11 10 0.0167457602 0.012865008 0.0232924202 11.1482062155 474.4875639474 244.1696182251 259.2784179688 271.2508163452 250.5049728394 5160.6678955078 1127.3887634277 62.8395835876 12.06987712 2 0 8760 0.8910010338  
11 11 0.0019196958 0.0018730615 0.0222637432 11.9303134311 500.4244873282 241.5615890503 256.2431945801 271.2505157471 247.1235557556 5106.2756347656 1116.1739562988 75.5841146469 11.580963761 2 0 730 0.9316555786  
11 12 0.0015707419 0.0015889458 0.018892814 12.8754703706 538.760063686 239.4034126282 253.2011924744 271.2504760742 243.6181800842 5060.8130126953 1104.9475036621 86.8771800995 11.697216538 2 0 1460 0.9492905045  
12 1 0.0018512629 0.0023928838 0.0372884924 11.7652064024 344.1623059331 239.0453117371 256.985080719 271.806552124 246.0076713562 5037.8353515625 1117.1026428223 124.9860904694 3.126968404 7.858023986 0 2190 0.8132061729  
12 2 0.0038705866 0.0029477783 0.0298504446 11.6020883105 361.558269975 238.3937011719 256.2753089905 271.7840255737 245.5461997986 5022.1369873047 1113.8760559082 154.7465465546 2.182705051 7.534794285 0 2920 0.8064780998  
12 3 0.0540925927 0.0289301807 0.0305035042 12.0685422154 412.9069840452 239.4636772156 256.5529701233 271.6829498291 244.4762718201 5049.7073974609 1115.573449707 189.6447402954 2.902271638 9.390974806 0 3650 0.8322231979  
12 4 0.2406050244 0.176404218 0.0237938872 9.4829527801 456.4957116869 242.3497970581 259.8763046265 271.6300308228 249.6764823914 5121.58515625 1130.3152526856 208.7873687744 2 8.41947594 0 4380 0.835176857  
12 5 0.6569222776 0.6743065636 0.0203651567 7.5651009407 524.9807189286 247.7380126953 267.3895935059 271.6059906006 259.8882675171 5228.7156005859 1163.2711791992 143.6314884186 2 8.814426935 0 5110 0.822072834  
12 6 1.0216591052 0.7838175257 0.0309793034 7.1104396516 527.0618734473 251.8866661072 272.6412948608 271.7615142822 269.2558502197 5310.9181152344 1186.8988098145 67.3319705963 2 5.502249607 0 5840 0.7911437759  
12 7 1.1338454414 0.8858040503 0.033879087 10.6563142786 468.2742750211 254.182598114 274.4643157959 271.9291168213 271.7374633789 5353.6106933594 1195.5518005371 45.5813188553 2 5.561275781 0 6570 0.718668211  
12 8 0.6252624165 0.4819883708 0.0218437074 9.6307177933 459.1095132953 253.1200737 272.9128082275 272.1204803467 267.9002960205 5331.1312255859 1188.202545166 39.8305569649 2 6.503762954 0 7300 0.620749464  
12 9 0.1762137171 0.127767779 0.0311693943 11.5134459061 305.7037058553 248.8614700317 267.8344650269 272.1740142822 260.8788543701 5247.9340332031 1164.9438598633 44.6943908691 2 8.044745524 0 8030 0.5974401693  
12 10 0.0165062287 0.0119256276 0.0346156857 11.905086671 347.0350094078 244.9775276184 263.1764434814 272.0391525269 254.7740493774 5170.7900878906 1144.0322448731 60.5887659073 2 9.104891898 0 8760 0.6956027985  
12 11 0.0019678298 0.0027707099 0.0334875562 13.7920452699 370.5835895743 242.4047264099 260.7287506104 271.9108154297 251.3465774536 5115.6369873047 1133.5253723145 85.1039417267 2 10.392314281 0 730 0.765441433  
12 12 0.0016769294 0.002418127 0.0339652609 12.5517175538 339.7975137284 240.1151481628 257.5654312134 271.8240112305 246.6246604919 5067.1728271484 1119.6476257324 105.7932987213 2 7.310121361 0 1460 0.8045834541  
13 1 0.0017807269 0.0026562843 0.0308089802 10.5625050249 378.8375136414 238.9158592224 258.9467720032 274.2655426025 255.7824905396 5033.7723876953 1125.3317382813 245.7072296143 4.292552701 2.854525652 9.27082823787284E-008 2190 0.5188200722  
13 2 0.0043999171 0.0032554604 0.0245892417 9.7290996456 435.5194682073 238.3754081726 258.3465400696 273.9992172241 255.1817443848 5020.5629394531 1122.7765625 296.728968811 4.777205299 2 8.16417436821926E-008 2920 0.5188651714  
13 3 0.051224261 0.0246890144 0.0215986008 9.0150187335 476.4371878664 239.4291419983 258.5149391174 273.8520553589 254.3872375488 5047.8844726563 1123.6646606445 344.2311553955 4.779753317 2.251401688 1.0570392114384E-007 3650 0.5348476868  
13 4 0.2288409522 0.1455877393 0.0181445079 7.9854396516 504.4197902416 242.2261146545 261.2850341797 273.7758010864 257.3901245117 5118.3092285156 1135.8272583008 354.7340621948 2.790592326 2.996733758 1.34777424184995E-007 4380 0.55680793  
13 5 0.6332592751 0.5475942053 0.017411094 6.688546422 520.7751302 247.7216392517 268.0402313232 273.8145996094 265.6712249756 5228.9408447266 1165.6370666504 196.9561523438 2.256510083 3.551088406 1.44739428203922E-007 5110 0.5649405556  
13 6 1.075921237 0.7193454872 0.0317955639 7.8462545457 481.1609099276 251.9485954285 273.1021377563 274.3361419678 272.3516052246 5312.4927001953 1188.6201416016 70.0284246445 2.251779299 3.556713662 3.25331559025699E-008 5840 0.5401463852  
13 7 1.2359970835 0.9427731711 0.0353003125 9.3182225486 447.4637994428 254.2584075928 275.0772766113 275.0569488525 273.7305358887 5355.3769042969 1198.044140625 50.6324914932 2 4.520903185 1.48501134125678E-008 6570 0.4882260208  
13 8 0.6869252549 0.4862566763 0.025619777 9.5090015007 448.8662432133 253.1913604736 273.7011383057 275.4599639893 272.373991394 5332.5945800781 1191.362298584 44.5766199112 2 4.695636779 3.3307101388047E-008 7300 0.417245616  
13 9 0.1754226705 0.1064234093 0.0289384785 10.7959200425 337.6236418229 249.0509078979 269.2319869995 275.2351913452 267.703767395 5250.6428955078 1170.5515808106 50.3459796906 2 3.9733688 0.000000075 8030 0.3857182827  
13 10 0.0171543104 0.0105159589 0.0295322309 11.2460833947 351.7105145705 245.1576072693 265.1603439331 274.8814834595 263.7631774902 5172.6567138672 1152.2011352539 72.4630392075 2 4.319585368 1.34502551407678E-007 8760 0.4132112675  
13 11 0.0019217605 0.0030409929 0.0304687144 11.4442882623 351.1174380358 242.5832427979 263.0960891724 274.7012786865 261.5073127747 5115.798046875 1143.3996459961 126.5253643036 2.492644367 5.142396876 1.44268375401602E-007 730 0.4535049276  
13 12 0.0016296634 0.002675455 0.0278714934 10.3530185075 370.915759769 240.1899650574 260.1935073853 274.4790359497 257.6839553833 5065.5802246094 1130.6910400391 191.1145530701 3.322394217 3.501739789 9.90622083141268E-008 1460 0.490354805  
14 1 0.0017571395 0.0026915148 0.0441424538 11.4540927974 250.9784764638 238.3874504089 257.7572364807 272.0458892822 255.635243988 5024.1011474609 1120.2467712402 93.6256439209 5.420499306 2.52717331 2.31221803298487E-007 2190 0.7260081711  
14 2 0.0055215683 0.0046525176 0.0397616032 12.4228586809 274.1437380078 238.0287872314 257.1684326172 271.8694503784 255.0889457703 5014.4198486328 1117.5958251953 100.2937652588 6.136159759 2 2.18847325395011E-007 2920 0.7423587723  
14 3 0.0549600199 0.0340179992 0.0346235288 11.9673212492 319.2969588699 239.0947174072 257.3088890076 271.8147247314 254.1726005554 5041.80859375 1118.4470825195 105.6685649872 6.376008776 2 2.47746349463229E-007 3650 0.772912674  
